Batch,EQ01_ST0_POWER_avg,EQ01_ST0_POWER_max,EQ01_ST0_POWER_min,EQ01_ST0_POWER_std,EQ01_ST0_POWER_weighted_avg,EQ01_ST0_TEMP_avg,EQ01_ST0_TEMP_max,EQ01_ST0_TEMP_min,EQ01_ST0_TEMP_std,EQ01_ST0_TEMP_weighted_avg,EQ02_ST0_POWER_avg,EQ02_ST0_POWER_max,EQ02_ST0_POWER_min,EQ02_ST0_POWER_std,EQ02_ST0_POWER_weighted_avg,EQ02_ST0_TEMP_avg,EQ02_ST0_TEMP_max,EQ02_ST0_TEMP_min,EQ02_ST0_TEMP_std,EQ02_ST0_TEMP_weighted_avg,EQ02_ST1_POWER_avg,EQ02_ST1_POWER_max,EQ02_ST1_POWER_min,EQ02_ST1_POWER_std,EQ02_ST1_POWER_weighted_avg,EQ02_ST1_TEMP_avg,EQ02_ST1_TEMP_max,EQ02_ST1_TEMP_min,EQ02_ST1_TEMP_std,EQ02_ST1_TEMP_weighted_avg,EQ02_ST2_POWER_avg,EQ02_ST2_POWER_max,EQ02_ST2_POWER_min,EQ02_ST2_POWER_std,EQ02_ST2_POWER_weighted_avg,EQ02_ST2_TEMP_avg,EQ02_ST2_TEMP_max,EQ02_ST2_TEMP_min,EQ02_ST2_TEMP_std,EQ02_ST2_TEMP_weighted_avg,EQ03_ST0_POWER_avg,EQ03_ST0_POWER_max,EQ03_ST0_POWER_min,EQ03_ST0_POWER_std,EQ03_ST0_POWER_weighted_avg,EQ03_ST0_TEMP_avg,EQ03_ST0_TEMP_max,EQ03_ST0_TEMP_min,EQ03_ST0_TEMP_std,EQ03_ST0_TEMP_weighted_avg
B10441,1.1673844849053383,2.246270910680507,0.08230922251686379,0.49222200458969745,0.649409782310677,16.492763974451403,33.90198357617438,0.6280855066928319,9.665953429774705,5.003404127774546,79.71034208801413,163.54808104648382,1.3626149760697257,46.89216961329135,82.20166006332407,27.73492837183286,56.1324647544971,0.2713883303735266,15.92921437548344,28.353062258686112,79.27530836892699,157.5822548813452,0.7543472990298958,45.88196427561512,79.3951587433558,53.8116195687342,108.29542788434551,0.10077812457792844,31.445420056275566,54.2131221088808,150.0217723803715,294.41187961124837,0.8584747139363936,86.38220568726817,73.61332306792922,34.9555009486702,69.66174246275192,0.7931950088746965,20.051198036042308,17.804970459500005,104.3743898042517,208.8284139237393,1.3194022365461262,60.77415225044746,26.34735480750604,83.57629768702029,167.9377163424814,0.02734765473016887,49.097750155655625,19.93532790019798
B10200,105.15984503900381,207.18999315993847,0.7781228494105323,59.71187801675088,26.21641654192986,19.78057948120216,40.390006545664065,0.4549111037348157,11.61169899077493,5.914364373138104,126.24641812306898,251.3922724804728,0.6235904071160158,74.5752069647184,125.54556573702745,43.92930451884805,84.82761677388616,0.15036004197489228,24.41933452442019,42.60944231322676,121.84617550856996,243.75538072823986,2.662716528015,70.17207707246935,123.27533017664129,71.37467944975673,143.58105048972726,0.65807525197635,40.906814880157,73.67771271634003,51.95605127593144,100.53398263532057,1.0646989831873972,28.710273897850172,25.161190974854662,40.459744262510114,80.10162295915438,0.8050148293962546,23.4825431786309,19.85863825198273,12.769900722820301,25.200329222832426,0.2869029402607585,7.160606326548029,3.6534741040094345,47.34021998775885,93.88156283726109,0.5787709156931734,27.58174698892087,12.021626541464627
B10004,9.371727955340535,18.21041215485929,0.2882048940299742,5.125314881301293,2.502044420436405,13.05329522302429,25.167729752388283,0.09049930182794864,7.106240994056983,3.7821963925282964,83.32966489827007,168.06635572326798,0.6883473907255834,48.477171355404835,84.9897574996024,10.60995668456571,21.617720078000822,0.11433581023751592,5.962924739812611,10.836344311379293,74.77775006580585,150.34418457272952,1.4475757655105668,42.48309532513244,75.38738336408052,104.34511794381757,209.80711849216686,0.9294536790977672,59.860311830625385,106.19460802108611,107.61573066199342,222.42826880749888,1.6344951567560655,63.87694600965868,56.320664706511,101.28122261074066,189.79292406433896,0.5994573690945837,54.733746040261565,47.56494687243376,78.96347433644574,154.96223929020917,0.016412433556880934,45.02139185734219,21.827257836212333,59.66368135672682,118.41994972888816,0.760317516156589,34.304267295085126,16.623980254458697
B10086,51.65817437066997,101.89272918924131,0.9615454279889591,29.657626327597775,14.109783764154212,62.738637575814515,124.917948056247,0.13525772970062844,35.55152274039431,16.48167905943632,134.9473145970496,284.24005227942575,0.8704923154951796,83.32408999732684,142.56863785675816,99.2959715449508,201.86016505996284,0.8138193319881938,57.03694568608345,101.19839768833496,127.62019371913934,247.00564612901772,2.300387414518896,71.68771824683036,123.78328595214984,90.38494838999092,170.29414842916833,0.9871452310731368,48.47535552106953,85.33402437679898,29.270308547604394,60.24557479850144,0.7444376948290217,17.692009462376024,16.047291762252588,127.87266406957572,250.41528997273457,1.031878018689132,71.35784288996057,65.09593890259961,41.23645910149778,84.90641310355315,0.5377888846108978,24.61489093471012,10.556422276753807,133.10167717118668,259.0885873282794,1.3905787595020984,73.69079308104311,31.092353197366464
B10103,13.127018994273444,25.81606280889577,0.3168415578439812,7.211253618118439,3.661796394767745,91.87961680462996,184.74438715969467,0.7399453523448384,52.32726384466403,23.954270767234096,62.98206317493247,125.21828336796908,0.2773855847646487,36.04545835682176,62.93506872201573,143.50775145225163,286.70043757935144,0.7202065029582279,80.81820909339427,143.86052525153838,65.5929791015758,133.02424066826012,1.400597241909049,38.24906034811047,66.78938666571189,20.677561679081876,39.63023156930446,0.4318901969137892,11.589679656989885,20.344613119098202,118.82542157234418,236.69607452370136,1.4820890739805814,65.61136180493892,57.326435953201035,44.20938399735802,87.19762354599844,0.6971219557026305,25.096741308653964,21.875390178440465,142.77234027246985,284.12198712551833,0.2756149896219109,82.30873338270996,41.22794052717418,148.38944551703977,294.7162020582283,0.3964365214313973,86.30126699644701,40.065995350462025
B10263,105.99058372156507,208.86372741926482,0.17677141703197194,61.860573060006026,27.848055505377385,39.917805592925184,79.13982791047319,0.04973047825938648,23.236033116259982,10.789927952776427,110.0421785539299,220.3572812908375,1.331867994406934,63.03645975410057,111.10524689297434,93.546853490719,185.62805382453288,0.3976962607615908,54.23291843224136,92.98891468263362,68.39894748704553,131.1993572663383,0.8045512908881236,39.300370497319086,65.90633564089273,129.6640851164094,253.38781030955207,2.0391502318417856,71.35993949291887,127.84240103245288,47.30805689872929,92.92404758981816,0.5992224496143823,26.625884377183976,24.432360374570717,0.9103847759078115,1.744720415591952,0.03030294275326428,0.3476145158021811,0.6438860945120543,79.0722761772795,155.37819590210387,0.699147211520711,44.877387230249056,21.075159664769266,83.72997333074197,164.11595516097137,1.8410386089977004,46.74553847077495,22.882650104648537
B10092,32.723028562528405,64.6655152791664,0.35392533456936903,19.068325012974825,9.32687067253382,141.81420335868538,284.6346999394192,4.114806018537446,82.52840681434029,39.40656664723793,59.128091365387576,113.87145997142969,0.5184517864325094,32.73214596761831,57.30484764527145,121.41982987110596,248.41524341177413,1.1329303539621158,71.76217999035178,124.88433125664784,12.248389692041545,23.99885332243473,0.5471060851457277,6.547591050208328,12.134495526321167,82.53438147537003,165.38201995435082,0.6128277259470869,48.90875320737634,83.1304920173613,161.45182240605004,313.4996218447095,1.2066067275213128,92.06447105832525,82.25926055361955,122.44655374776409,245.66081389805603,0.33575932596728353,70.34300830880835,65.67643801800916,121.5357954718008,233.1966975692976,2.2208573534681557,66.7712506050041,32.23216587693883,110.28244411576732,221.0178237330053,0.8120518532981266,63.34648262763704,29.4281290950482
B10275,26.341544804832132,52.2926484805764,0.763169396483093,14.434168195853326,6.923131331127467,39.447860069386174,76.69626906822013,0.7937129326694359,21.758608745229186,10.265758654121226,135.84974572747782,270.68840542841264,1.4313028997559305,78.9501015390854,135.9768775791086,70.88479281464933,143.4968864577169,0.1101505625170872,42.17725238312867,71.91051111054824,21.88542015202985,43.29804108023983,0.22768372379974555,12.418723941635417,22.047252849445776,80.56494378261405,159.12002613589837,0.457814550848054,45.03124216032675,80.05883932768171,47.220186351566035,92.69350982719308,0.6683982707264462,27.317901738192464,24.114451175542342,148.68915354263802,301.88512046519975,0.01566191720653887,87.04368810891411,76.93716403210338,102.49128122558275,198.47303855780785,1.106180861044581,56.895889705924674,24.47690476106877,83.94466094560394,164.49932412140694,0.6654865806291773,46.255307500625904,20.97105591601154
B10098,62.05247731014677,124.77832762797169,0.996184616628206,35.86444528627955,16.48691551287342,51.40350731334155,100.9193349895408,0.1066985112883172,28.888085365418192,13.436553872766458,76.34558792144213,149.6886102547394,0.7504074173253417,43.04691130341123,75.36681748014992,37.80291744087009,73.2765871877293,0.5232792811016933,21.523380888664327,36.931959575614265,141.95403881795798,277.8389067391092,1.1415112630300503,81.50851499796813,139.29871688902668,109.31548509741047,217.4422558713868,1.4901353547607803,64.29027163179495,109.38048280063799,144.42069517136252,282.30015993990213,1.9611090332375325,81.58050458272064,70.44228530374087,47.35393408655761,94.72000474377457,0.560048361473535,27.793590844173284,23.972376223873752,55.23899974185311,111.11246991949876,0.3737955844875919,30.857991600377453,15.060491826364574,38.290738257588956,75.70951154997742,0.5754930431216374,22.131302859661094,10.327910838203724
B10458,21.22559057391558,44.447457819703686,0.1792707204265549,12.529941691327213,6.388594523856232,48.179300728923366,93.94024703352629,0.6748263610270026,26.808770147252975,12.947389829190564,30.61687319407322,60.84112176408247,0.812985725206194,17.1942382980468,30.947396421696034,55.99688976999534,114.26504196824035,1.1458987484889032,33.3271268997243,57.75403826161634,141.3221843344025,284.08643567976725,0.9938076307112096,80.6269148990679,142.22314911786356,44.032205182657535,84.63333182060975,0.3955675370384061,23.487393823418863,42.5197960348178,68.04756950789549,137.41755417014403,0.5587709277085695,41.683187023622914,35.76469653898031,83.51183392299214,164.66313421729484,0.6964776686137811,47.81501716398683,43.45739058226427,55.2232932167604,108.19352149637743,0.3740901988524917,31.723363476364344,14.008589120638291,97.07935474731312,184.47923445740986,0.6491976119315558,53.63671992482886,23.480612807429225
